first_name,last_name,year,wins,losses,ties,school
Dan,McCarney,2001,7,5,0,Iowa State
Dan,McCarney,2002,7,7,0,Iowa State
Dan,McCarney,2003,2,10,0,Iowa State
Dan,McCarney,2004,7,5,0,Iowa State
Dan,McCarney,2005,7,5,0,Iowa State
Dan,McCarney,2006,4,8,0,Iowa State
Dan,McCarney,2011,5,7,0,North Texas
Dan,McCarney,2012,4,8,0,North Texas
Dan,McCarney,2013,9,4,0,North Texas
Dan,McCarney,2014,4,8,0,North Texas
Dan,McCarney,2015,0,5,0,North Texas
Bryan,McClendon,2021,0,1,0,Oregon
Andy,McCollum,2000,6,5,0,Middle Tennessee
Andy,McCollum,2001,8,3,0,Middle Tennessee
Andy,McCollum,2002,4,8,0,Middle Tennessee
Andy,McCollum,2003,4,8,0,Middle Tennessee
Andy,McCollum,2004,5,6,0,Middle Tennessee
Andy,McCollum,2005,4,7,0,Middle Tennessee
Jim,McElwain,2012,4,8,0,Colorado State
Jim,McElwain,2013,8,6,0,Colorado State
Jim,McElwain,2014,10,2,0,Colorado State
Jim,McElwain,2015,10,4,0,Florida
Jim,McElwain,2016,9,4,0,Florida
Jim,McElwain,2017,3,4,0,Florida
Jim,McElwain,2019,8,6,0,Central Michigan
Jim,McElwain,2020,3,3,0,Central Michigan
Jim,McElwain,2021,9,4,0,Central Michigan
Jim,McElwain,2022,0,0,0,Central Michigan
Garrick,McGee,2012,3,9,0,UAB
Garrick,McGee,2013,2,10,0,UAB
Joey,McGuire,2022,0,0,0,Texas Tech
Greg,McMackin,2008,7,7,0,Hawai'i
Greg,McMackin,2009,6,7,0,Hawai'i
Greg,McMackin,2010,10,4,0,Hawai'i
Greg,McMackin,2011,1,11,0,Indiana
Greg,McMackin,2011,6,7,0,Hawai'i
Ruffin,McNeill,2010,6,7,0,East Carolina
Ruffin,McNeill,2011,5,7,0,East Carolina
Ruffin,McNeill,2012,8,5,0,East Carolina
Ruffin,McNeill,2013,10,3,0,East Carolina
Ruffin,McNeill,2014,8,5,0,East Carolina
Ruffin,McNeill,2015,5,7,0,East Carolina
Bronco,Mendenhall,2005,6,6,0,BYU
Bronco,Mendenhall,2006,11,2,0,BYU
Bronco,Mendenhall,2007,11,2,0,BYU
Bronco,Mendenhall,2008,10,3,0,BYU
Bronco,Mendenhall,2009,11,2,0,BYU
Bronco,Mendenhall,2010,7,6,0,BYU
Bronco,Mendenhall,2011,10,3,0,BYU
Bronco,Mendenhall,2012,8,5,0,BYU
Bronco,Mendenhall,2013,8,5,0,BYU
Bronco,Mendenhall,2014,8,5,0,BYU
Bronco,Mendenhall,2015,9,4,0,BYU
Bronco,Mendenhall,2016,2,10,0,Virginia
Bronco,Mendenhall,2017,6,7,0,Virginia
Bronco,Mendenhall,2018,8,5,0,Virginia
Bronco,Mendenhall,2019,9,5,0,Virginia
Bronco,Mendenhall,2020,5,5,0,Virginia
Bronco,Mendenhall,2021,6,6,0,Virginia
Urban,Meyer,2001,8,3,0,Bowling Green
Urban,Meyer,2002,9,3,0,Bowling Green
Urban,Meyer,2003,10,2,0,Utah
Urban,Meyer,2004,12,0,0,Utah
Urban,Meyer,2005,9,3,0,Florida
Urban,Meyer,2006,13,1,0,Florida
Urban,Meyer,2007,9,4,0,Florida
Urban,Meyer,2008,13,1,0,Florida
Urban,Meyer,2009,13,1,0,Florida
Urban,Meyer,2010,8,5,0,Florida
Urban,Meyer,2012,12,0,0,Ohio State
Urban,Meyer,2013,12,2,0,Ohio State
Urban,Meyer,2014,14,1,0,Ohio State
Urban,Meyer,2015,12,1,0,Ohio State
Urban,Meyer,2016,11,2,0,Ohio State
Urban,Meyer,2017,12,2,0,Ohio State
Urban,Meyer,2018,10,1,0,Ohio State
Les,Miles,2001,4,7,0,Oklahoma State
Les,Miles,2002,8,5,0,Oklahoma State
Les,Miles,2003,9,4,0,Oklahoma State
Les,Miles,2004,7,5,0,Oklahoma State
Les,Miles,2005,11,2,0,LSU
Les,Miles,2006,11,2,0,LSU
Les,Miles,2007,12,2,0,LSU
Les,Miles,2008,8,5,0,LSU
Les,Miles,2009,9,4,0,LSU
Les,Miles,2010,11,2,0,LSU
Les,Miles,2011,13,1,0,LSU
Les,Miles,2012,10,3,0,LSU
Les,Miles,2013,10,3,0,LSU
Les,Miles,2014,8,5,0,LSU
Les,Miles,2015,9,3,0,LSU
Les,Miles,2016,2,2,0,LSU
Les,Miles,2019,3,9,0,Kansas
Les,Miles,2020,0,9,0,Kansas
Trent,Miles,2013,0,12,0,Georgia State
Trent,Miles,2014,1,11,0,Georgia State
Trent,Miles,2015,6,7,0,Georgia State
Trent,Miles,2016,1,8,0,Georgia State
Alex,Miller,2021,0,3,0,UMass
Rick,Minter,2000,7,5,0,Cincinnati
Rick,Minter,2001,7,5,0,Cincinnati
Rick,Minter,2002,7,7,0,Cincinnati
Rick,Minter,2003,5,7,0,Cincinnati
Joe,Moglia,2018,5,7,0,Coastal Carolina
Charley,Molnar,2012,1,11,0,UMass
Charley,Molnar,2013,1,11,0,UMass
Jeff,Monken,2014,4,8,0,Army
Jeff,Monken,2015,2,10,0,Army
Jeff,Monken,2016,8,5,0,Army
Jeff,Monken,2017,10,3,0,Army
Jeff,Monken,2018,11,2,0,Army
Jeff,Monken,2019,5,8,0,Army
Jeff,Monken,2020,9,3,0,Army
Jeff,Monken,2021,9,4,0,Army
Jeff,Monken,2022,0,0,0,Army
Todd,Monken,2013,1,11,0,Southern Mississippi
Todd,Monken,2014,3,9,0,Southern Mississippi
Todd,Monken,2015,9,5,0,Southern Mississippi
Philip,Montgomery,2015,6,7,0,Tulsa
Philip,Montgomery,2016,10,3,0,Tulsa
Philip,Montgomery,2017,2,10,0,Tulsa
Philip,Montgomery,2018,3,9,0,Tulsa
Philip,Montgomery,2019,4,8,0,Tulsa
Philip,Montgomery,2020,6,3,0,Tulsa
Philip,Montgomery,2021,7,6,0,Tulsa
Philip,Montgomery,2022,0,0,0,Tulsa
Scottie,Montgomery,2016,3,9,0,East Carolina
Scottie,Montgomery,2017,3,9,0,East Carolina
Scottie,Montgomery,2018,3,8,0,East Carolina
Shane,Montgomery,2005,7,4,0,Miami (OH)
Shane,Montgomery,2006,2,10,0,Miami (OH)
Shane,Montgomery,2007,6,7,0,Miami (OH)
Shane,Montgomery,2008,2,10,0,Miami (OH)
Joe,Moorhead,2018,8,5,0,Mississippi State
Joe,Moorhead,2019,6,7,0,Mississippi State
Joe,Moorhead,2022,0,0,0,Akron
Jim,Mora,2012,9,5,0,UCLA
Jim,Mora,2013,10,3,0,UCLA
Jim,Mora,2014,10,3,0,UCLA
Jim,Mora,2015,8,5,0,UCLA
Jim,Mora,2016,4,8,0,UCLA
Jim,Mora,2017,5,6,0,UCLA
Jim,Mora,2022,0,0,0,Connecticut
Chad,Morris,2015,2,10,0,SMU
Chad,Morris,2016,5,7,0,SMU
Chad,Morris,2017,7,6,0,SMU
Chad,Morris,2018,2,10,0,Arkansas
Chad,Morris,2019,2,8,0,Arkansas
Guy,Morriss,2001,2,9,0,Kentucky
Guy,Morriss,2002,7,5,0,Kentucky
Guy,Morriss,2003,3,9,0,Baylor
Guy,Morriss,2004,3,8,0,Baylor
Guy,Morriss,2005,5,6,0,Baylor
Guy,Morriss,2006,4,8,0,Baylor
Guy,Morriss,2007,3,9,0,Baylor
Dan,Mullen,2009,5,7,0,Mississippi State
Dan,Mullen,2010,9,4,0,Mississippi State
Dan,Mullen,2011,7,6,0,Mississippi State
Dan,Mullen,2012,8,5,0,Mississippi State
Dan,Mullen,2013,7,6,0,Mississippi State
Dan,Mullen,2014,10,3,0,Mississippi State
Dan,Mullen,2015,9,4,0,Mississippi State
Dan,Mullen,2016,6,7,0,Mississippi State
Dan,Mullen,2017,8,4,0,Mississippi State
Dan,Mullen,2018,10,3,0,Florida
Dan,Mullen,2019,11,2,0,Florida
Dan,Mullen,2020,8,4,0,Florida
Dan,Mullen,2021,5,6,0,Florida
John,Mumford,2003,0,7,0,Army
Hal,Mumme,2000,2,9,0,Kentucky
Hal,Mumme,2005,0,12,0,New Mexico State
Hal,Mumme,2006,4,8,0,New Mexico State
Hal,Mumme,2007,4,9,0,New Mexico State
Hal,Mumme,2008,3,9,0,New Mexico State
Will,Muschamp,2011,7,6,0,Florida
Will,Muschamp,2012,11,2,0,Florida
Will,Muschamp,2013,4,8,0,Florida
Will,Muschamp,2014,6,5,0,Florida
Will,Muschamp,2016,6,7,0,South Carolina
Will,Muschamp,2017,9,4,0,South Carolina
Will,Muschamp,2018,7,6,0,South Carolina
Will,Muschamp,2019,4,8,0,South Carolina
Will,Muschamp,2020,2,5,0,South Carolina
Chris,Naeole,2015,1,3,0,Hawai'i
Billy,Napier,2018,7,7,0,Louisiana
Billy,Napier,2019,11,3,0,Louisiana
Billy,Napier,2020,10,1,0,Louisiana
Billy,Napier,2021,12,1,0,Louisiana
Billy,Napier,2022,0,0,0,Florida
Pat,Narduzzi,2015,8,5,0,Pittsburgh
Pat,Narduzzi,2016,8,5,0,Pittsburgh
Pat,Narduzzi,2017,5,7,0,Pittsburgh
Pat,Narduzzi,2018,7,7,0,Pittsburgh
Pat,Narduzzi,2019,8,5,0,Pittsburgh
Pat,Narduzzi,2020,6,5,0,Pittsburgh
Pat,Narduzzi,2021,11,3,0,Pittsburgh
Pat,Narduzzi,2022,0,0,0,Pittsburgh
Don,Nehlen,2000,7,5,0,West Virginia
Mike,Neu,2016,4,8,0,Ball State
Mike,Neu,2017,2,10,0,Ball State
Mike,Neu,2018,4,8,0,Ball State
Mike,Neu,2019,5,7,0,Ball State
Mike,Neu,2020,7,1,0,Ball State
Mike,Neu,2021,6,7,0,Ball State
Mike,Neu,2022,0,0,0,Ball State
Rick,Neuheisel,2000,11,1,0,Washington
Rick,Neuheisel,2001,8,4,0,Washington
Rick,Neuheisel,2002,7,6,0,Washington
Rick,Neuheisel,2008,4,8,0,UCLA
Rick,Neuheisel,2009,7,6,0,UCLA
Rick,Neuheisel,2010,4,8,0,UCLA
Rick,Neuheisel,2011,6,6,0,UCLA
Ken,Niumatalolo,2007,0,1,0,Navy
Ken,Niumatalolo,2008,8,5,0,Navy
Ken,Niumatalolo,2009,10,4,0,Navy
Ken,Niumatalolo,2010,9,4,0,Navy
Ken,Niumatalolo,2011,5,7,0,Navy
Ken,Niumatalolo,2012,8,5,0,Navy
Ken,Niumatalolo,2013,9,4,0,Navy
Ken,Niumatalolo,2014,8,5,0,Navy
Ken,Niumatalolo,2015,11,2,0,Navy
Ken,Niumatalolo,2016,9,5,0,Navy
Ken,Niumatalolo,2017,7,6,0,Navy
Ken,Niumatalolo,2018,3,10,0,Navy
Ken,Niumatalolo,2019,11,2,0,Navy
Ken,Niumatalolo,2020,3,7,0,Navy
Ken,Niumatalolo,2021,4,8,0,Navy
Ken,Niumatalolo,2022,0,0,0,Navy
Gary,Nord,2000,8,4,0,UTEP
Gary,Nord,2001,2,9,0,UTEP
Gary,Nord,2002,2,10,0,UTEP
Gary,Nord,2003,2,11,0,UTEP
Jay,Norvell,2017,3,9,0,Nevada
Jay,Norvell,2018,8,5,0,Nevada
Jay,Norvell,2019,7,6,0,Nevada
Jay,Norvell,2020,7,2,0,Nevada
Jay,Norvell,2021,8,4,0,Nevada
Jay,Norvell,2022,0,0,0,Colorado State
Mike,Norvell,2016,8,5,0,Memphis
Mike,Norvell,2017,10,3,0,Memphis
Mike,Norvell,2018,8,6,0,Memphis
Mike,Norvell,2019,12,2,0,Memphis
Mike,Norvell,2020,3,6,0,Florida State
Mike,Norvell,2021,5,7,0,Florida State
Mike,Norvell,2022,0,0,0,Florida State
Joe,Novak,2000,6,5,0,Northern Illinois
Joe,Novak,2001,6,5,0,Northern Illinois
Joe,Novak,2002,8,4,0,Northern Illinois
Joe,Novak,2003,10,2,0,Northern Illinois
Joe,Novak,2004,9,3,0,Northern Illinois
Joe,Novak,2005,7,5,0,Northern Illinois
Joe,Novak,2006,7,6,0,Northern Illinois
Joe,Novak,2007,2,10,0,Northern Illinois
Houston,Nutt,2000,6,6,0,Arkansas
Houston,Nutt,2001,7,5,0,Arkansas
Houston,Nutt,2002,9,5,0,Arkansas
Houston,Nutt,2003,9,4,0,Arkansas
Houston,Nutt,2004,5,6,0,Arkansas
Houston,Nutt,2005,4,7,0,Arkansas
Houston,Nutt,2006,10,4,0,Arkansas
Houston,Nutt,2007,8,4,0,Arkansas
Houston,Nutt,2008,9,4,0,Ole Miss
Houston,Nutt,2009,9,4,0,Ole Miss
Houston,Nutt,2010,4,8,0,Ole Miss
Houston,Nutt,2011,2,10,0,Ole Miss
Bill,O'Brien,2012,8,4,0,Penn State
Bill,O'Brien,2013,7,5,0,Penn State
Tom,O'Brien,2000,7,5,0,Boston College
Tom,O'Brien,2001,8,4,0,Boston College
Tom,O'Brien,2002,9,4,0,Boston College
Tom,O'Brien,2003,8,5,0,Boston College
Tom,O'Brien,2004,9,3,0,Boston College
Tom,O'Brien,2005,9,3,0,Boston College
Tom,O'Brien,2006,9,3,0,Boston College
Tom,O'Brien,2007,5,7,0,NC State
Tom,O'Brien,2008,6,7,0,NC State
Tom,O'Brien,2009,5,7,0,NC State
Tom,O'Brien,2010,9,4,0,NC State
Tom,O'Brien,2011,8,5,0,NC State
Tom,O'Brien,2012,7,5,0,NC State
Barry,Odom,2016,4,8,0,Missouri
Barry,Odom,2017,7,6,0,Missouri
Barry,Odom,2018,8,5,0,Missouri
Barry,Odom,2019,6,6,0,Missouri
George,O'Leary,2000,9,3,0,Georgia Tech
George,O'Leary,2001,7,5,0,Georgia Tech
George,O'Leary,2004,0,11,0,UCF
George,O'Leary,2005,8,5,0,UCF
George,O'Leary,2006,4,8,0,UCF
George,O'Leary,2007,10,4,0,UCF
George,O'Leary,2008,4,8,0,UCF
George,O'Leary,2009,8,5,0,UCF
George,O'Leary,2010,11,3,0,UCF
George,O'Leary,2011,5,7,0,UCF
George,O'Leary,2012,10,4,0,UCF
George,O'Leary,2013,12,1,0,UCF
George,O'Leary,2014,9,4,0,UCF
George,O'Leary,2015,0,8,0,UCF
Ed,Orgeron,2005,3,8,0,Ole Miss
Ed,Orgeron,2006,4,8,0,Ole Miss
Ed,Orgeron,2007,3,9,0,Ole Miss
Ed,Orgeron,2013,6,2,0,USC
Ed,Orgeron,2016,6,2,0,LSU
Ed,Orgeron,2017,9,4,0,LSU
Ed,Orgeron,2018,10,3,0,LSU
Ed,Orgeron,2019,15,0,0,LSU
Ed,Orgeron,2020,5,5,0,LSU
Ed,Orgeron,2021,6,6,0,LSU
Lee,Owens,2000,6,5,0,Akron
Lee,Owens,2001,4,7,0,Akron
Lee,Owens,2002,4,8,0,Akron
Lee,Owens,2003,7,5,0,Akron
Gerad,Parker,2016,0,6,0,Purdue
Stan,Parrish,2008,0,1,0,Ball State
Stan,Parrish,2009,2,10,0,Ball State
Stan,Parrish,2010,4,8,0,Ball State
Stan,Parrish,2013,1,2,0,Eastern Michigan
Charlie,Partridge,2014,3,9,0,Florida Atlantic
Charlie,Partridge,2015,3,9,0,Florida Atlantic
Charlie,Partridge,2016,3,9,0,Florida Atlantic
Paul,Pasqualoni,2000,6,5,0,Syracuse
Paul,Pasqualoni,2001,10,3,0,Syracuse
Paul,Pasqualoni,2002,4,8,0,Syracuse
Paul,Pasqualoni,2003,6,6,0,Syracuse
Paul,Pasqualoni,2004,6,6,0,Syracuse
Paul,Pasqualoni,2011,5,7,0,Connecticut
Paul,Pasqualoni,2012,5,7,0,Connecticut
Paul,Pasqualoni,2013,0,4,0,Connecticut
Joe,Paterno,2000,5,7,0,Penn State
Joe,Paterno,2001,5,6,0,Penn State
Joe,Paterno,2002,9,4,0,Penn State
Joe,Paterno,2003,3,9,0,Penn State
Joe,Paterno,2004,4,7,0,Penn State
Joe,Paterno,2005,11,1,0,Penn State
Joe,Paterno,2006,9,4,0,Penn State
Joe,Paterno,2007,9,4,0,Penn State
Joe,Paterno,2008,11,2,0,Penn State
Joe,Paterno,2009,11,2,0,Penn State
Joe,Paterno,2010,7,6,0,Penn State
Joe,Paterno,2011,8,1,0,Penn State
Gary,Patterson,2000,0,1,0,TCU
Gary,Patterson,2001,6,6,0,TCU
Gary,Patterson,2002,10,2,0,TCU
Gary,Patterson,2003,11,2,0,TCU
Gary,Patterson,2004,5,6,0,TCU
Gary,Patterson,2005,11,1,0,TCU
Gary,Patterson,2006,11,2,0,TCU
Gary,Patterson,2007,8,5,0,TCU
Gary,Patterson,2008,11,2,0,TCU
Gary,Patterson,2009,12,1,0,TCU
Gary,Patterson,2010,13,0,0,TCU
Gary,Patterson,2011,11,2,0,TCU
Gary,Patterson,2012,7,6,0,TCU
Gary,Patterson,2013,4,8,0,TCU
Gary,Patterson,2014,12,1,0,TCU
Gary,Patterson,2015,11,2,0,TCU
Gary,Patterson,2016,6,7,0,TCU
Gary,Patterson,2017,11,3,0,TCU
Gary,Patterson,2018,7,6,0,TCU
Gary,Patterson,2019,5,7,0,TCU
Gary,Patterson,2020,6,4,0,TCU
Gary,Patterson,2021,3,5,0,TCU
Dean,Pees,2000,1,10,0,Kent State
Dean,Pees,2001,6,5,0,Kent State
Dean,Pees,2002,3,9,0,Kent State
Dean,Pees,2003,5,7,0,Kent State
Bo,Pelini,2003,1,0,0,Nebraska
Bo,Pelini,2008,9,4,0,Nebraska
Bo,Pelini,2009,10,4,0,Nebraska
Bo,Pelini,2010,10,4,0,Nebraska
Bo,Pelini,2011,9,4,0,Nebraska
Bo,Pelini,2012,10,4,0,Nebraska
Bo,Pelini,2013,9,4,0,Nebraska
Bo,Pelini,2014,9,3,0,Nebraska
Carl,Pelini,2012,3,9,0,Florida Atlantic
Carl,Pelini,2013,2,6,0,Florida Atlantic
Carl,Pelini,2018,2,3,0,Bowling Green
Chris,Petersen,2006,13,0,0,Boise State
Chris,Petersen,2007,10,3,0,Boise State
Chris,Petersen,2008,12,1,0,Boise State
Chris,Petersen,2009,14,0,0,Boise State
Chris,Petersen,2010,12,1,0,Boise State
Chris,Petersen,2011,12,1,0,Boise State
Chris,Petersen,2012,11,2,0,Boise State
Chris,Petersen,2013,8,4,0,Boise State
Chris,Petersen,2014,8,6,0,Washington
Chris,Petersen,2015,7,6,0,Washington
Chris,Petersen,2016,12,2,0,Washington
Chris,Petersen,2017,10,3,0,Washington
Chris,Petersen,2018,10,4,0,Washington
Chris,Petersen,2019,8,5,0,Washington
Bobby,Petrino,2003,9,4,0,Louisville
Bobby,Petrino,2004,11,1,0,Louisville
Bobby,Petrino,2005,9,3,0,Louisville
Bobby,Petrino,2006,12,1,0,Louisville
Bobby,Petrino,2008,5,7,0,Arkansas
Bobby,Petrino,2009,8,5,0,Arkansas
Bobby,Petrino,2010,10,3,0,Arkansas
Bobby,Petrino,2011,11,2,0,Arkansas
Bobby,Petrino,2013,8,4,0,Western Kentucky
Bobby,Petrino,2014,9,4,0,Louisville
Bobby,Petrino,2015,8,5,0,Louisville
Bobby,Petrino,2016,9,4,0,Louisville
Bobby,Petrino,2017,8,5,0,Louisville
Bobby,Petrino,2018,2,8,0,Western Kentucky
Paul,Petrino,2013,1,11,0,Idaho
Paul,Petrino,2014,1,10,0,Idaho
Paul,Petrino,2015,4,8,0,Idaho
Paul,Petrino,2016,9,4,0,Idaho
Paul,Petrino,2017,4,8,0,Idaho
Joker,Phillips,2010,6,7,0,Kentucky
Joker,Phillips,2011,5,7,0,Kentucky
Joker,Phillips,2012,2,10,0,Kentucky
Gary,Pinkel,2000,10,1,0,Toledo
Gary,Pinkel,2001,4,7,0,Missouri
Gary,Pinkel,2002,5,7,0,Missouri
Gary,Pinkel,2003,8,5,0,Missouri
Gary,Pinkel,2004,5,6,0,Missouri
Gary,Pinkel,2005,7,5,0,Missouri
Gary,Pinkel,2006,8,5,0,Missouri
Gary,Pinkel,2007,12,2,0,Missouri
Gary,Pinkel,2008,10,4,0,Missouri
Gary,Pinkel,2009,8,5,0,Missouri
Gary,Pinkel,2010,10,3,0,Missouri
Gary,Pinkel,2011,8,5,0,Missouri
Gary,Pinkel,2012,5,7,0,Missouri
Gary,Pinkel,2013,12,2,0,Missouri
Gary,Pinkel,2014,11,3,0,Missouri
Gary,Pinkel,2015,5,7,0,Missouri
Sam,Pittman,2020,3,7,0,Arkansas
Sam,Pittman,2021,9,4,0,Arkansas
Sam,Pittman,2022,0,0,0,Arkansas
Brian,Polian,2013,4,8,0,Nevada
Brian,Polian,2014,7,6,0,Nevada
Brian,Polian,2015,7,6,0,Nevada
Brian,Polian,2016,5,7,0,Nevada
Larry,Porter,2010,1,11,0,Memphis
Larry,Porter,2011,2,10,0,Memphis
J.C.,Price,2021,1,2,0,Virginia Tech
Mike,Price,2000,4,7,0,Washington State
Mike,Price,2001,10,2,0,Washington State
Mike,Price,2002,10,3,0,Washington State
Mike,Price,2004,8,4,0,UTEP
Mike,Price,2005,8,4,0,UTEP
Mike,Price,2006,5,7,0,UTEP
Mike,Price,2007,4,8,0,UTEP
Mike,Price,2008,5,7,0,UTEP
Mike,Price,2009,4,8,0,UTEP
Mike,Price,2010,6,7,0,UTEP
Mike,Price,2011,5,7,0,UTEP
Mike,Price,2012,3,9,0,UTEP
Mike,Price,2017,0,7,0,UTEP
Ron,Prince,2006,7,6,0,Kansas State
Ron,Prince,2007,5,7,0,Kansas State
Ron,Prince,2008,5,7,0,Kansas State
Bob,Pruett,2000,8,5,0,Marshall
Bob,Pruett,2001,11,2,0,Marshall
Bob,Pruett,2002,11,2,0,Marshall
Bob,Pruett,2003,8,4,0,Marshall
Bob,Pruett,2004,6,6,0,Marshall
Jeremy,Pruitt,2018,5,7,0,Tennessee
Jeremy,Pruitt,2019,8,5,0,Tennessee
Jeremy,Pruitt,2020,3,7,0,Tennessee
Brent,Pry,2022,0,0,0,Virginia Tech
Jeff,Quinn,2010,2,10,0,Buffalo
Jeff,Quinn,2011,3,9,0,Buffalo
Jeff,Quinn,2012,4,8,0,Buffalo
Jeff,Quinn,2013,8,5,0,Buffalo
Jeff,Quinn,2014,3,4,0,Buffalo
Ricky,Rahne,2020,0,0,0,Old Dominion
Ricky,Rahne,2021,6,7,0,Old Dominion
Ricky,Rahne,2022,0,0,0,Old Dominion
Paul,Rhoads,2009,7,5,0,Iowa State
Paul,Rhoads,2010,5,7,0,Iowa State
Paul,Rhoads,2011,6,7,0,Iowa State
Paul,Rhoads,2012,6,7,0,Iowa State
Paul,Rhoads,2013,3,9,0,Iowa State
Paul,Rhoads,2014,2,10,0,Iowa State
Paul,Rhoads,2015,3,9,0,Iowa State
Matt,Rhule,2013,2,10,0,Temple
Matt,Rhule,2014,6,6,0,Temple
Matt,Rhule,2015,10,4,0,Temple
Matt,Rhule,2016,10,3,0,Temple
Matt,Rhule,2017,1,11,0,Baylor
Matt,Rhule,2018,7,6,0,Baylor
Matt,Rhule,2019,11,3,0,Baylor
Mark,Richt,2001,8,4,0,Georgia
Mark,Richt,2002,13,1,0,Georgia
Mark,Richt,2003,11,3,0,Georgia
Mark,Richt,2004,10,2,0,Georgia
Mark,Richt,2005,10,3,0,Georgia
Mark,Richt,2006,9,4,0,Georgia
Mark,Richt,2007,11,2,0,Georgia
Mark,Richt,2008,10,3,0,Georgia
Mark,Richt,2009,8,5,0,Georgia
Mark,Richt,2010,6,7,0,Georgia
Mark,Richt,2011,10,4,0,Georgia
Mark,Richt,2012,12,2,0,Georgia
Mark,Richt,2013,8,5,0,Georgia
Mark,Richt,2014,10,3,0,Georgia
Mark,Richt,2015,9,3,0,Georgia
Mark,Richt,2016,9,4,0,Miami
Mark,Richt,2017,10,3,0,Miami
Mark,Richt,2018,7,6,0,Miami
Lincoln,Riley,2017,12,2,0,Oklahoma
Lincoln,Riley,2018,12,2,0,Oklahoma
Lincoln,Riley,2019,12,2,0,Oklahoma
Lincoln,Riley,2020,9,2,0,Oklahoma
Lincoln,Riley,2021,10,2,0,Oklahoma
Lincoln,Riley,2022,0,0,0,USC
Mike,Riley,2003,8,5,0,Oregon State
Mike,Riley,2004,7,5,0,Oregon State
Mike,Riley,2005,5,6,0,Oregon State
Mike,Riley,2006,10,4,0,Oregon State
Mike,Riley,2007,9,4,0,Oregon State
Mike,Riley,2008,9,4,0,Oregon State
Mike,Riley,2009,8,5,0,Oregon State
Mike,Riley,2010,5,7,0,Oregon State
Mike,Riley,2011,3,9,0,Oregon State
Mike,Riley,2012,9,4,0,Oregon State
Mike,Riley,2013,7,6,0,Oregon State
Mike,Riley,2014,5,7,0,Oregon State
Mike,Riley,2015,6,7,0,Nebraska
Mike,Riley,2016,9,4,0,Nebraska
Mike,Riley,2017,4,8,0,Nebraska
Steve,Roberts,2002,6,7,0,Arkansas State
Steve,Roberts,2003,5,7,0,Arkansas State
Steve,Roberts,2004,3,8,0,Arkansas State
Steve,Roberts,2005,6,6,0,Arkansas State
Steve,Roberts,2006,6,6,0,Arkansas State
Steve,Roberts,2007,5,7,0,Arkansas State
Steve,Roberts,2008,6,6,0,Arkansas State
Steve,Roberts,2009,4,8,0,Arkansas State
Steve,Roberts,2010,4,8,0,Arkansas State
Greg,Robinson,2005,1,10,0,Syracuse
Greg,Robinson,2006,4,8,0,Syracuse
Greg,Robinson,2007,2,10,0,Syracuse
Greg,Robinson,2008,3,9,0,Syracuse
John,Robinson,2000,8,5,0,UNLV
John,Robinson,2001,4,7,0,UNLV
John,Robinson,2002,5,7,0,UNLV
John,Robinson,2003,6,6,0,UNLV
John,Robinson,2004,2,9,0,UNLV
Oscar,Rodriguez,2021,0,3,0,Akron
Rich,Rodriguez,2001,3,8,0,West Virginia
Rich,Rodriguez,2002,9,4,0,West Virginia
Rich,Rodriguez,2003,8,5,0,West Virginia
Rich,Rodriguez,2004,8,4,0,West Virginia
Rich,Rodriguez,2005,11,1,0,West Virginia
Rich,Rodriguez,2006,11,2,0,West Virginia
Rich,Rodriguez,2007,10,2,0,West Virginia
Rich,Rodriguez,2008,3,9,0,Michigan
Rich,Rodriguez,2009,5,7,0,Michigan
Rich,Rodriguez,2010,7,6,0,Michigan
Rich,Rodriguez,2012,8,5,0,Arizona
Rich,Rodriguez,2013,8,5,0,Arizona
Rich,Rodriguez,2014,10,4,0,Arizona
Rich,Rodriguez,2015,7,6,0,Arizona
Rich,Rodriguez,2016,3,9,0,Arizona
Rich,Rodriguez,2017,7,6,0,Arizona
Nick,Rolovich,2016,7,7,0,Hawai'i
Nick,Rolovich,2017,3,9,0,Hawai'i
Nick,Rolovich,2018,8,6,0,Hawai'i
Nick,Rolovich,2019,10,5,0,Hawai'i
Nick,Rolovich,2020,1,3,0,Washington State
Nick,Rolovich,2021,4,3,0,Washington State
Ted,Roof,2003,2,3,0,Duke
Ted,Roof,2004,2,9,0,Duke
Ted,Roof,2005,1,10,0,Duke
Ted,Roof,2006,0,12,0,Duke
Ted,Roof,2007,1,11,0,Duke
Kurt,Roper,2018,0,1,0,Colorado
Bobby,Ross,2004,2,9,0,Army
Bobby,Ross,2005,4,7,0,Army
Bobby,Ross,2006,3,9,0,Army
Nick,Saban,2000,8,4,0,LSU
Nick,Saban,2001,10,3,0,LSU
Nick,Saban,2002,8,5,0,LSU
Nick,Saban,2003,13,1,0,LSU
Nick,Saban,2004,9,3,0,LSU
Nick,Saban,2007,7,6,0,Alabama
Nick,Saban,2008,12,2,0,Alabama
Nick,Saban,2009,14,0,0,Alabama
Nick,Saban,2010,10,3,0,Alabama
Nick,Saban,2011,12,1,0,Alabama
Nick,Saban,2012,13,1,0,Alabama
Nick,Saban,2013,11,2,0,Alabama
Nick,Saban,2014,12,2,0,Alabama
Nick,Saban,2015,14,1,0,Alabama
Nick,Saban,2016,14,1,0,Alabama
Nick,Saban,2017,13,1,0,Alabama
Nick,Saban,2018,14,1,0,Alabama
Nick,Saban,2019,11,2,0,Alabama
